3830.73;1825.79;20047.79;;232.93;6751.59;7145.29;7094.11;6823.63;6543.73;7123.12;6863.43;6485.32
3759.53;1794.17;20308.07;;234.64;6768.18;7171.43;7120.75;6839.06;6583.55;7180.13;6924.92;6522.66
3772.15;1799.29;20887.49;;233.67;6800.79;7226.01;7175.99;6869.94;6639.13;7275.88;7024.78;6577.33
3792.83;1810.13;20888.93;;235.24;6807.62;7219.27;7175.19;6874.85;6641.62;7278.2;7028.01;6579.57
3756.53;1793.3;20827.88;;234.97;6790.19;7204.37;7152;6859.46;6623.6;7255.8;7006.23;6562.27
3747.28;1790.53;20689.62;;239.04;6775.77;7195.99;7142.12;6845.37;6609.45;7239.17;6990;6547.79
3710.39;1745.57;20455.86;;234.91;6761.48;7178.25;7121.38;6832.73;6588.73;7204.05;6958.4;6524.47
3544.28;1695.9;20150.37;;411.91;6748.63;7167.7;7108.4;6822.69;6564.17;7177.04;6928.2;6500.68
3739.85;1867.8;20514.4;;285.37;6767.93;7181.78;7127.12;6838.29;6587.6;7199.83;6951.56;6525.15
3534.85;1812.68;20397.93;;528.35;6764.81;7167.77;7116.41;6833.85;6576.29;7172.75;6921.41;6515.2
3664.8;1877.83;20523.14;;366.51;6775.88;7172.38;7121.5;6844.38;6596.78;7195.37;6944.53;6535.28
3523.19;1929.9;20036.99;;570.23;6769.7;7160.2;7115.54;6839.43;6589.42;7181.82;6926.11;6527.97
2099.3;897.54;14555.27;;0;6801.47;7192.12;7114.53;6891.41;6566.4;7090.72;6857.46;6485.67
2251.34;1019.92;14983.78;;162.05;6774.99;7125.94;7042.79;6865.55;6547.45;7033.82;6809.6;6466.89
3262.85;1587.36;19839.95;;346.04;6811.14;7160.45;7082.39;6890.02;6614.05;7136.99;6911.68;6542.2
3080.52;1724.73;20098.95;;596.05;6807.21;7141.61;7068.93;6884.91;6602.75;7112.61;6881.35;6530.53
3330.08;1870.31;19633.01;;648.28;6793.03;7107.32;7039.3;6871;6568.62;7053.51;6821.51;6496.51
3320.05;1903.91;19688.42;;650.9;6802.27;7112.69;7044.87;6880.68;6568.25;7051.94;6821.82;6495.4
3830.73;1825.79;20047.79;;232.93;6751.59;7145.29;7094.11;6823.63;6543.73;7123.12;6863.43;6485.32
3687.41;1896.68;19679.92;;346.44;6752.34;7134.33;7038.52;6822.02;6529.92;7036.64;6832.02;6458.98
3924.41;1983.61;19821.29;;290.2;6772.39;7143.76;7062.9;6840.68;6553.08;7078.23;6857.26;6485.2
4024.58;2026.86;20099.29;;282.08;6795.79;7163.01;7092.47;6861.86;6586.18;7136.55;6909.07;6520.27
3908.1;1975.6;20097.97;;287.6;6780.4;7150.22;7084.25;6848.28;6561.02;7115.02;6881.32;6496.13
3874.68;1902.61;20178.06;;304.69;6781.71;7166.37;7100.6;6849.88;6573.87;7144.21;6905.05;6511.66
3340.91;1887.77;20053.34;;668.67;6778.8;7166.72;7108.03;6848.42;6575.57;7150.83;6907.53;6511.25
3400.77;1913.95;20227.61;;670.45;6794.61;7185.01;7131.52;6863.68;6595.25;7181.1;6936.4;6532.29
3434.52;1944.82;20211.28;;699.84;6796.73;7205.24;7153.11;6867.67;6597.29;7187.72;6941.53;6532.8
3550.28;1995.34;20218.25;;694.67;6801.9;7210.75;7156.4;6873.66;6596.1;7189.52;6941;6532.15
3282.74;1867.46;20266.1;;690.72;6798.18;7198.97;7145.25;6868.6;6587.98;7172.77;6920.81;6525.49
3390.26;1919.66;20308.65;;691.68;6815.59;7212.03;7162.53;6885.58;6609.15;7192.38;6938.64;6546.09
3279.65;1871.36;20349.3;;695.76;6818.59;7210.37;7160.13;6889.09;6603.87;7175.32;6922.07;6539.9
3220.38;1838.88;20521.58;;687.22;6830.14;7230.64;7175.75;6901.65;6633.51;7213.92;6959.26;6568.79
2979.63;1724.5;20689.44;;682.59;6842.66;7233.9;7174.67;6916.11;6653.47;7232.47;6982.01;6586.81
3241.94;1773.14;20464.67;;524.24;6830.5;7197.48;7139.54;6903.63;6629.81;7172.66;6921.59;6563.52
3306.99;1794.98;20483.79;;513.29;6839.6;7185.58;7126.44;6910.6;6645.92;7161.07;6909.69;6578.58
3374.09;1902.79;20250.53;;671.72;6839.61;7171;7115.55;6911.44;6638.59;7148.91;6895.23;6572.79
3539.15;1980.65;19929.66;;670.52;6811.34;7137.96;7085.16;6883.97;6592.8;7100.72;6842.67;6530.46
3160.84;1789.23;20048.24;;640.96;6808.39;7144.87;7086.27;6880.92;6587.07;7115.2;6857.57;6524.48
3258.02;1843.58;20226.83;;660.54;6815.47;7178.02;7120.51;6887.89;6606.48;7150.29;6894.81;6543.47
3277.03;1847;20186.08;;649.7;6795.69;7173.5;7109.27;6869.89;6584.77;7133.44;6874.6;6524.65
3347.2;1875.13;20039.39;;638.55;6767.05;7149.08;7084.22;6841.74;6549.9;7092.55;6829.04;6492.06
3432.1;1858.57;20092.65;;514.71;6755.27;7140.28;7075.24;6830.28;6539.03;7080.28;6819.19;6481.25
3311.48;1610.7;17867.83;;136.54;6723.59;7132.93;7022.14;6801.73;6505.95;7002.91;6819.99;6427.74
3714.29;1909.59;20363.01;;339.5;6757.5;7161.2;7096.89;6829.46;6537.24;7104.07;6840.83;6481.84
3754.91;1928.6;20250.34;;343.05;6744.08;7146.58;7083.42;6816.28;6520.12;7086.32;6821.53;6466.48
3625.38;1887.77;20187.57;;388.29;6731.84;7141.8;7082.44;6802.6;6508.84;7075.61;6808.64;6455.64
3329.46;1871.19;20239.49;;648.02;6748.23;7168.61;7105.18;6820.56;6530.47;7110.58;6847.91;6475.48
3606.66;1878.72;20183.69;;383.87;6740.5;7162.21;7100.89;6811.76;6526.25;7107.5;6844.82;6470.75
3767.98;1918.95;20216.83;;311.89;6743.29;7160.67;7105.7;6811.49;6530.17;7111.9;6849.65;6474.48
3850.31;1957.4;20297.7;;309.98;6768.53;7194.6;7144.74;6836.87;6572.23;7163.43;6904.21;6514.62
3459.62;1781.88;20553.7;;323.13;6789.27;7220.58;7170.05;6857.44;6603.63;7208.52;6952.41;6543.32
3117.33;1613.63;20509.33;;311.92;6773.56;7194.45;7142.59;6842.11;6568.77;7168.27;6910.01;6508.53
3687.22;1881.03;20134.48;;314.15;6756.69;7173.71;7121.85;6827.27;6541.76;7126.7;6862.36;6485.4
3554.83;1800.79;20644.72;;275.41;6795.32;7223.45;7169.68;6864.36;6612.19;7221.95;6961.3;6552.67
3644.22;1801.92;20770.38;;302.76;6809.96;7220.7;7165.73;6877.81;6628.6;7230.2;6972.17;6567.49
3467.58;1725.29;20245.14;;235.41;6786.09;7174.08;7119.18;6854.34;6599.02;7152.78;6892.1;6537.76
2651.06;1229.67;18361.95;;0;6700.27;7093.17;6980.63;6792.92;6496.19;6950.71;6747.72;6421.43
3706.66;1825.9;20494.04;;175.01;6795.9;7184.07;7094.2;6875.65;6606.32;7133.88;6912.72;6539.05
3583.13;1913.26;20649.45;;320.1;6816.92;7208.37;7128.45;6894.79;6641.63;7193.68;6963.1;6574.85
3667.02;1936.85;20813.14;;320.52;6814.2;7210.65;7132.24;6891.16;6642.34;7211.74;6975.09;6578.44
3678.65;1925.03;20796.3;;318.85;6806.2;7197.22;7123.45;6882.34;6633.28;7203.67;6963.2;6569.64
3613.96;1919.63;20741.22;;318.4;6795.52;7182.22;7113.55;6870.78;6623.43;7195.19;6947.66;6562.66
3684.52;1872.86;20270.13;;295.92;6756.81;7155.32;7089.26;6831.39;6538.02;7095.77;6834.26;6481.01
3741.38;1999.79;20629.27;;319.42;6780.63;7174.31;7109.03;6859.63;6594.35;7164.67;6908.75;6535.93
3774.74;2017.25;20450.25;;321.38;6764.78;7154.84;7095.52;6842.5;6569.63;7140.19;6881.81;6512.56
